"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "y"
"1" 1.00651633692905 8.67503342684358 6.51780590647832 4.72585832932964 7.63619374250993 5.36248772405088 3.21729397634044 5.19490251783282 7.27389254840091 2.12148757418618 9.7681142645888 9.55745618324727 7.01078061945736 0.75777925318107 0.620794629212469 0.695620677433908 4.14618134498596 8.75041908817366 6.40686617000028 4.7018439299427 1.10509176061318 -2.71176334930343 0.0169821870519432 0.791132161188199 -1.49603576022553 0.0845807213190948 2.17780815456063 -0.701161164190204 0.533889375673629 1.86542146274532 3.07222691878076 -0.961200491253844 5.44514641474726 -1.40216537627551 0.38336262938364 0.0262176821027057 0.902319654906237 -1.79804059653887 -4.86665641026008 -0.108777989357964 1.62400801552209 2.13926997552161 2.44507227774957 0.727186466361684 -2.30614894225087 1 2 1 2 3 2
"2" 0.012071100063622 4.37496230239049 8.65782318403944 7.50446069985628 5.46046189498156 0.113710458390415 6.21259971754625 4.25931419245899 0.176205579191446 0.53870739415288 5.35870819119737 9.63900619652122 0.46334671555087 1.69120140606537 3.4553535352461 3.10129333287477 6.70139733934775 2.37583707552403 8.63106466829777 4.57806495949626 1.42649375044742 -4.06045699644391 -1.35715824195047 -0.65409354423405 2.45245323213137 1.08876354745371 0.817026956154047 2.3895946079779 0.284720050492669 1.27952854990349 2.481795990389 0.847300484133214 1.82561147779374 3.97532904159295 0.368786864680383 0.896047031786164 -6.93296062042345 0.0388849340666608 -0.538489819411311 -2.15934524113349 0.687245573718016 0.366361300083854 3.39074662315855 5.09540478759825 -2.99277873260379 3 1 5 5 7 3
"3" 9.07762586371973 7.79769408516586 3.31722189672291 4.2101577646099 1.45923776552081 8.75842384062707 6.66003121528774 4.7588879102841 9.02415327262133 6.78932264447212 3.9027049113065 3.34807683713734 0.108277108520269 4.00783611694351 0.138042338658124 7.02306669205427 2.51884219935164 1.09806283842772 6.77331341197714 1.96946845622733 0.253666864310891 -0.0561134771320037 3.91971615686187 0.24233930251723 -0.0389158519650332 2.05741093215357 1.04652070940085 2.04210632240544 0.339785884928908 -2.01788259471431 1.94893389451085 -2.5137834122379 0.624907671132112 1.05008124237235 -0.939621913934306 0.413370486119197 5.53053024992958 0.316112654549536 -1.14658348380434 2.38588048577894 0.77145895698147 -0.137174952596506 0.919135259606094 -1.29518216858866 2.16141282422279 8 2 4 4 3 2
"4" 8.8484182395041 1.53680476592854 0.956348979379982 3.93044445663691 2.55253470037133 5.10402893647552 1.77231051027775 7.73442532634363 7.59956458117813 9.64370188303292 0.516027086414397 4.59054495673627 4.94159290799871 6.55437717214227 0.84808494662866 1.94160946644843 9.23970980104059 1.7750030127354 8.16984002711251 3.6541047738865 1.22569266867189 0.128048843192868 -2.61847184047795 0.592275096433278 -2.16884464757172 3.19892622031251 1.13785364572958 0.388180782183772 0.139684520241124 -5.24965653053327 -0.0972370333513198 3.14822516718274 3.07450731539438 -0.600070817390617 -1.32056878278594 0.172847967571759 0.154406706225339 -1.74299905513216 -0.81070121475909 -1.68826361198737 1.70777901986862 1.40718965958268 1.51524216516164 1.65437427390081 2.05395584066926 3 2 2 7 5 3
"5" 8.11959430808201 0.949564138427377 7.58793970337138 2.86708141909912 3.07001419132575 7.95388258527964 3.35741377202794 2.52709035994485 1.92317173816264 5.30263422988355 9.99472852330655 6.2634006026201 5.17152262153104 5.66024997271597 5.61036123661324 0.53987440187484 8.04464174201712 6.8048599245958 1.72820307081565 7.44215501006693 2.90617849605038 -0.143710144137389 -4.41916142891577 0.662698725958128 3.16920993659667 1.01321573074647 0.966229019023186 -0.543639224076091 0.0169888634227484 -1.01458815580658 2.01612064354424 2.04526730378623 1.20576920067271 -0.918994022029491 -2.93855536116762 -0.349442023350976 3.99118341667487 -1.57677451412297 -0.222077538010483 1.58256060839384 -0.160241384658913 -0.102825209136655 -2.56270529571524 0.343306623683654 -0.342312371785148 3 1 0 1 4 2
"6" 5.02320104045793 2.19513531075791 1.96112541481853 9.44069928722456 0.942348053213209 9.92334136506543 3.21013540029526 3.93197352997959 6.82973698014393 1.13006131490692 6.62092389538884 0.873837484978139 0.834396120626479 5.64197741448879 0.307301024440676 1.6517047258094 6.15049971500412 3.09425416169688 0.413039785344154 6.20310429250821 0.446992053166891 -1.58588346716553 -0.59870556543736 0.531458737891202 -3.00833647766833 0.298752721810434 0.0932541226727175 1.12841893006466 0.228267708213827 1.91672214329106 1.32654664466959 -1.07107449559715 -2.16333619613609 4.16445837824708 -0.5184454901639 -0.115498495934422 1.88103031929987 1.89467588788149 -2.13927863177058 -0.967946827381063 -0.249636345223182 0.099120062243464 1.01474133793275 -1.37579537757503 2.1385323055546 1 4 1 1 1 2
"7" 2.21826836233959 5.99288085242733 5.71606478653848 9.95241476921365 1.35523446602747 5.75311056571081 5.19528200384229 7.5020838319324 7.52740400843322 9.67389114201069 5.02046464942396 7.87545773899183 9.67950200429186 6.73600727692246 6.07802973827347 1.2763702031225 3.82075186120346 2.94024793431163 5.22797513054684 6.86084798770025 2.96848050729949 -2.94373292821536 0.864429061909203 5.32178812334541 3.08635670820502 3.35785342575533 0.872333364358241 -1.45982302850392 0.606207704949109 3.167740144606 -1.06504506323389 -2.44870194435915 2.83459887632228 5.00376426616207 1.10332906147341 0.740809026240082 -3.46563925664915 0.0915234751926936 0.00375699715741218 -2.53274544399165 -1.18464683466328 1.17863354567918 1.44782304942823 -1.81407664082846 0.135510241408666 6 6 3 7 4 1
"8" 1.23737251618877 4.8424660647288 7.19072129810229 8.06509060319513 8.20291072828695 5.53575400728732 1.19519979692996 5.74132496956736 8.27866983832791 2.68932467093691 4.21026096912101 0.206451721023768 0.627431522589177 8.47947111120448 9.75264250766486 3.57579779578373 3.11590811004862 1.55516782775521 3.84599971352145 4.78005456971005 -0.687946415258867 -3.03735447839915 1.75299954499552 2.42951862374214 3.41161015201516 -2.04191081740802 2.738495045918 0.465111708263502 -0.108887806740346 -5.58737184084504 1.23571428860494 -0.184460556142532 -1.28387156436822 -2.41995427313188 -0.175719657803192 -0.0756441377599969 -1.44950507062166 0.720593788531989 2.73326983914957 -0.614849608757758 0.266063339743709 0.540036032202593 0.344258167254289 2.32105268036005 3.30242111770682 3 3 1 5 2 3
"9" 2.06998060690239 0.909706100355834 3.13278829213232 3.31054084468633 0.847408829722553 1.83444299502298 0.971769229508936 6.6751517355442 7.5792374718003 8.87001484166831 3.2968008168973 9.38251995015889 5.59310223907232 9.50281415367499 9.46741809137166 7.03494728077203 7.2777517256327 6.07790020294487 5.90105057694018 8.31821053521708 -1.31000850904636 -5.93250281194472 -4.48522826881408 -1.12821964249987 -0.609645907855779 -0.274441546046844 -0.836436918266271 0.962202314304834 0.163501671972157 -4.64980755452363 -1.5663710622773 1.37859784078805 -1.74473218950127 -1.78625557515542 -1.19957182334998 -0.948337232235226 -2.57266450372964 0.881372427063883 -3.45545824102543 -0.560944162959664 1.42549702276082 -2.1957969241202 -4.66264943939467 -2.30634464546866 2.37889102047657 4 4 2 4 7 2
"10" 2.53324985038489 8.06816847296432 3.60833371989429 9.34318321757019 0.372061170637608 7.41584676317871 9.00883501861244 1.62779030622914 5.55068817688152 1.45271456567571 2.73149447049946 8.47409799927846 9.12098407978192 5.89454780798405 7.02902691904455 4.30269840639085 5.97246994730085 4.52332734363154 4.77425914723426 3.42503183754161 0.991522871910545 0.297061030077273 2.39057114780444 1.30788576137607 0.932107649639365 1.8969425602795 2.8102929389693 4.24537332528486 0.237841255312762 -4.51688673993729 0.857317576804398 1.90867762146586 0.773908617501218 4.07002462797201 -1.05032169384634 0.422007105185312 2.37454508311966 1.65413520554051 0.686058840162763 0.064418310823384 -1.81139776018661 0.606167875318525 0.452047658487925 1.88483157078488 0.972342743217767 2 2 2 5 1 2
