"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "X51" "X52" "X53" "X54" "X55" "X56" "X57" "X58" "X59" "X60" "X61" "X62" "X63" "X64" "X65" "X66" "X67" "X68" "X69" "X70" "X71" "X72" "X73" "X74" "X75" "X76" "X77" "X78" "X79" "X80" "X81" "X82" "X83" "X84" "X85" "X86" "X87" "X88" "X89" "X90" "X91" "X92" "X93" "X94" "X95" "X96" "X97" "X98" "X99" "X100" "y"
"1" 2.75216707959771 9.88057516049594 1.16630555363372 5.23987459251657 3.75437596347183 1.75240749493241 8.30546532291919 3.9871631632559 4.5949229458347 9.38694916665554 3.91496611060575 4.70991969807073 4.38293530372903 8.08046456426382 9.86675578402355 8.37078803917393 9.07877210760489 2.41983650717884 3.0143248476088 0.0679307314567268 1.64436291903257 9.48046930599958 7.61259838473052 5.87694158544764 8.24453104520217 2.07918626721948 0.88894797489047 5.13005337445065 4.12838237127289 5.23601465858519 6.48990137735382 4.11402844591066 6.69178454903886 9.57092718686908 4.04487206367776 4.41836177371442 8.52387617807835 9.04796309769154 7.01871895464137 0.414341653231531 2.07927872426808 2.29933829046786 9.41504876129329 7.1615027799271 8.38333334540948 4.4680960313417 3.89120212523267 8.9360016444698 7.17842795420438 3.16418539965525 0.584276916924864 5.64939303323627 1.70376480091363 7.07059738924727 6.916220090352 7.70542791346088 4.1055860533379 1.27063244581223 9.18393448926508 5.51675948081538 2.96411732211709 2.88509854348376 6.02767386008054 3.12442640308291 3.46855924231932 8.339721520897 0.1162960822694 0.957711511291564 0.595237519592047 1.22502037556842 2.82910173758864 3.03379783639684 6.94380429340526 6.06815235922113 8.01222936250269 5.32308922382072 6.52047169394791 9.1813856549561 0.312395163346082 5.47868805704638 8.40383626520634 9.6577771473676 2.18639839673415 3.326936729718 5.50743286497891 2.99864856293425 6.24096559826285 4.09898446407169 6.64348550373688 7.20352419419214 3.08872977271676 6.57602935330942 4.72835373831913 4.24722527386621 3.18567440845072 4.80576321016997 9.79249545605853 0.425293417647481 8.16735501401126 0.816530587617308 104.826276763587
"2" 1.07355132699013 7.74898321833462 0.719496514648199 4.52472371282056 4.71918912371621 2.01046548318118 1.62142969900742 5.29523074394092 0.822304466273636 8.78538539400324 3.84321112418547 4.89951782394201 0.418060626834631 4.82653993647546 8.55244798585773 9.76044393144548 8.08175018755719 5.57256591971964 7.482595955953 0.60811651404947 6.51269147405401 2.05466667423025 9.09413980320096 9.57395367790014 3.47373554017395 1.70987020479515 7.28347973665223 0.696147007402033 0.344692862126976 0.798321645706892 2.93809125665575 7.67501865746453 8.99707302451134 8.86403428623453 8.27830508584157 1.51030194479972 8.41410430846736 0.0895801978185773 4.14297569775954 7.0069391024299 3.40982225257903 2.93024912243709 8.38485844666138 1.38421430485323 6.2274179677479 4.48325240518898 0.962813498917967 9.81383548816666 4.8396098962985 9.34828898636624 2.93012727517635 7.6639574021101 4.37801440013573 9.62258163373917 4.61914086248726 1.42283599590883 5.39063939359039 6.53643680736423 9.75791353499517 8.07235518936068 6.11930755199865 6.88627113355324 6.74290535505861 1.2657347554341 4.14950145874172 1.39746206812561 0.179157115053385 8.62470284802839 1.27123672980815 1.86893593752757 4.45975577924401 6.3701283512637 2.33611788135022 0.934729853179306 6.35192370740697 8.52461728267372 8.05970891611651 2.83247675746679 6.86971914488822 6.49126069853082 9.88638010574505 8.66316878702492 4.93330513359979 0.572971373330802 6.22691412456334 1.32682960480452 3.52617004653439 6.92858161171898 3.95040402421728 5.32306084176525 1.11614529043436 3.86630184948444 6.3879831135273 9.42423542961478 0.550054244231433 1.09045153018087 8.69950834894553 8.02111276658252 3.14749708166346 6.89955497859046 37.7432526621676
"3" 4.14844127139077 3.67092736531049 0.679502894636244 2.83007507445291 9.72851054510102 4.54737244406715 2.291726290714 7.08439795067534 6.97714952751994 2.48136830283329 5.01075741602108 1.67928853072226 7.80455541331321 9.59034191677347 8.92729156650603 5.21012340905145 1.59975702641532 1.35190061060712 3.81497670896351 7.06755798542872 0.170573310460895 5.36693611647934 2.21514089033008 3.04460815386847 6.23917002463713 3.21307850535959 1.75741043873131 5.1903941645287 1.52970348484814 6.25246879179031 1.82915695710108 3.85647660121322 1.18558207293972 8.05847401265055 4.02751824585721 5.18747611204162 5.66234907135367 4.02252285042778 4.96778738452122 2.62301096459851 0.346763762645423 3.11734207672998 6.43738370388746 6.0188085748814 8.27262823237106 4.92440997855738 4.40782500430942 2.64785216888413 4.83201433904469 3.12006683088839 6.28670984879136 8.32366103306413 2.25498104002327 8.33507583942264 7.09148186724633 3.49474726710469 4.40810905070975 2.57806175388396 3.0020958208479 8.30045782029629 0.358051359653473 4.84044183045626 6.15096110152081 6.61209289450198 8.49010409321636 8.035056181252 1.43321985378861 2.01284234412014 8.47564954310656 5.51294874632731 6.24134906101972 5.23882978828624 0.860593325924128 5.07640181109309 1.35714607778937 2.48431010171771 3.05473749060184 6.22159552993253 0.388567845802754 0.0983645673841238 4.43063248880208 7.54308563657105 7.04415418440476 4.55515265697613 5.93269605189562 0.936273948755115 1.36545431334525 9.97598661575466 6.28200249513611 0.282827187329531 4.67413000995293 4.79121679672971 6.5477424277924 2.41220225114375 6.27760138828307 5.74449812062085 6.17884594481438 1.33459859294817 1.27154937013984 5.27050584089011 18.2094649597088
"4" 5.68793333834037 9.29181616054848 3.79654054529965 0.921632223762572 3.7240151478909 3.91417973209172 1.13088797079399 7.33179339207709 8.69142608484253 1.21363812126219 7.56136001786217 5.4043025849387 1.0315051022917 4.03566414257511 2.31636107200757 5.18212715629488 1.75178912468255 2.05754934577271 2.61838786071166 0.637950061354786 0.486519730184227 0.542012702208012 7.70767383277416 0.841107734013349 5.83875744137913 7.58630589814857 6.0785367176868 8.7517965072766 3.01198340253904 6.49648807011545 9.53695942182094 0.213229707442224 5.92136687366292 8.10761729953811 8.77890224568546 7.53476647194475 8.9030776405707 9.03671177569777 8.95749776158482 9.01893714442849 0.00510883051902056 3.62048027804121 3.18430446786806 4.48479990242049 8.24017157545313 1.37511505512521 4.99542723642662 0.941987661644816 0.498903032857925 7.56238945759833 6.8771421466954 0.954989334568381 9.56937942421064 3.85840038303286 4.73548418376595 6.9165816786699 1.42625625012442 0.896770576946437 0.501395449973643 1.92387043032795 3.57359274057671 4.16519621154293 5.67472903057933 9.10902586998418 9.27884321426973 9.13380003534257 4.06085107242689 0.886765506584197 7.8115350799635 4.07839995576069 2.99586253007874 0.781712841708213 3.80521526327357 0.104191794525832 5.41846838779747 2.85402147332206 6.51871158974245 6.23400518437847 4.09859619569033 4.71975828288123 7.48817967716604 0.582122695632279 4.50397496577352 6.14720985293388 4.46337836561725 7.66218572854996 1.18491678265855 0.246761306189001 7.93204616988078 5.31059343833476 8.61994460225105 0.90114010265097 4.89332641242072 0.458571533672512 3.701754626818 7.27905004983768 1.07315272092819 1.67156185721979 9.30532117839903 4.30442322511226 78.7583095946036
"5" 7.51091171288863 0.474273450672626 7.32533521484584 2.8652192116715 7.93808596208692 8.4156285552308 4.40584535244852 5.15094195259735 5.22368149831891 1.83118579909205 7.14836590923369 1.2592060607858 4.98535441467538 0.565416589379311 2.97657333314419 9.54810620518401 4.23712797695771 8.37315359152853 3.0492190271616 7.16551676625386 1.58147093141451 9.85897765727714 8.10132849961519 1.75279470626265 0.55424727499485 7.49535484239459 4.65179490623996 0.990514722652733 7.82295384677127 1.92288071848452 3.2499924255535 6.16397619945928 0.473495025653392 5.63288901234046 7.49806986190379 1.68904296355322 6.65723393438384 9.12437265506014 3.46892678644508 2.67314249649644 2.18699962599203 9.70196315087378 1.13990307087079 4.85548742115498 7.00174624565989 7.73711475543678 3.04732519201934 0.435659699141979 2.45528019033372 2.18835993669927 3.78365615615621 9.48489547939971 4.09400663105771 5.17133673653007 8.33007701672614 1.00842410000041 2.9386000870727 5.69065488642082 1.80003421613947 2.97980550443754 4.64590326650068 6.26703064423054 3.90697156079113 8.07719885371625 8.3656337345019 8.67270630551502 3.23491149581969 2.79520385665819 6.29587478935719 7.50041711609811 5.43732288992032 9.83498061541468 6.8290425487794 2.65789347700775 1.14652206888422 9.45745406905189 8.32149071153253 5.11323909973726 9.01185745373368 9.2747385893017 8.78396815853193 3.04775135358796 0.651167938485742 8.47240285482258 8.20670909481123 3.60096681397408 6.69939439976588 8.33815671270713 9.46533219423145 6.12405710620806 2.10220511071384 9.73125115502626 6.06981584103778 8.9973079552874 2.74989824974909 1.29297992680222 8.88962124940008 7.27327023399994 8.97673553554341 3.69433329906315 -14.3492141365665
"6" 4.04976998455822 0.554001298733056 2.84148758975789 0.518212609458715 8.52117867209017 0.791487996466458 0.521261030808091 9.04968213988468 8.81666566478088 7.62805646052584 1.93379793781787 4.63220942532644 9.07495870953426 2.97934892587364 9.24586594570428 6.28817291930318 7.38300786819309 8.54497374501079 1.6312017198652 5.40267240256071 9.37165515730157 0.631274720653892 6.75685175461695 2.66646291362122 6.612446277868 6.50177052943036 7.32292149914429 0.62810629606247 1.61657353164628 1.99797859648243 5.78054031357169 9.58744046278298 7.73229499114677 9.16741041233763 7.48652632348239 5.65737870289013 2.13709413073957 3.24181098258123 2.12718325667083 6.98295133886859 6.47708210162818 0.653675508219749 6.56443410087377 2.75512039195746 5.00105469720438 5.5560408369638 1.55275168828666 5.8461872045882 6.60762272309512 7.76534029049799 0.0317203067243099 5.94145612092689 3.31668643048033 1.46880419924855 1.82386073516682 9.85561637440696 4.70133509021252 9.35314867412671 1.29820049740374 6.64165071211755 0.517120023723692 6.76337982295081 0.946276653558016 1.12290405901149 7.09218921605498 5.42450765147805 2.39731004228815 2.80732088489458 0.68184427684173 7.26891890401021 2.84032507101074 4.13186283549294 9.43772330414504 8.33342236699536 7.56325644208118 2.22130632959306 8.57114451704547 3.5965603357181 2.66971968812868 2.27185552706942 7.57825331995264 5.02905714558437 5.13867462519556 8.41502591269091 7.61116868117824 1.78515360923484 9.76428168592975 6.63426180835813 2.12530974531546 3.48001870326698 3.98271409561858 2.21363499527797 3.93389625474811 2.06561201019213 2.64703406952322 0.0648293853737414 4.03061772231013 1.4241548650898 0.441574489232153 1.81960101239383 78.9144440915522
"7" 9.69645131379366 7.4118132237345 3.94334701821208 4.97908953810111 4.4436195679009 9.57039184635505 9.34056987753138 3.0314808152616 6.62371347891167 3.44539691694081 1.56444399384782 6.05868579586968 0.116585337091237 8.25944954995066 5.27197072282434 0.0708764791488647 4.23791209701449 8.4697667020373 4.83506622957066 5.98423428833485 1.16399790160358 9.61158879101276 4.86752677010372 0.964887901209295 9.76780285825953 7.64136216370389 9.60570039460436 2.31275911442935 5.2703986573033 3.65981127135456 0.466236385982484 5.58665920980275 2.28774942224845 7.65361647354439 1.77844963502139 4.59632167359814 7.78708038385957 8.97170084062964 6.13415794679895 4.15552766527981 9.78305102325976 4.6127364016138 7.20209097024053 7.57146526360884 3.79048560978845 7.56682191975415 7.700596943032 0.92506407527253 8.88027065666392 9.77327880216762 4.16463786736131 2.31660503195599 6.52889238903299 2.7801732509397 8.56376769021153 5.45652436558157 0.512455538846552 5.77861750498414 2.22411500522867 8.86489931726828 1.9896614109166 4.59661985980347 9.08467650879174 0.911061526276171 5.87124144891277 1.38581696897745 4.41145349061117 9.65620220871642 7.76586851337925 4.74186581326649 4.27037097513676 0.391640032175928 8.37749048834667 0.16805688617751 4.59375579142943 0.407619075849652 5.12972041266039 3.36709297029302 1.12089020200074 3.76035719411448 4.5145856635645 2.45056697400287 6.54093770077452 4.49915139004588 4.5437561487779 0.0442197686061263 7.88409734843299 7.95945241348818 1.25886344350874 9.97136235004291 0.650432126130909 9.98792254831642 8.82374327164143 8.54660896351561 1.01571225794032 2.99028272973374 2.34329428290948 6.0527860512957 8.46759576816112 1.73723778687418 -55.3890310608551
"8" 3.07811975246295 1.71772141708061 3.79554585088044 7.45748500572518 6.80152364540845 8.06387076852843 7.01823787996545 1.61680958699435 3.27307215891778 0.645458090584725 3.97746575530618 3.16906234016642 3.19306644611061 8.12081121606752 3.85023803915828 0.386000170838088 0.355375765357167 1.96759173180908 5.75339354109019 4.2233222653158 7.65576425241306 7.34199872938916 0.221157872583717 1.22406304813921 4.51636709272861 2.20181335229427 7.99212271347642 3.77336183795705 2.52888540038839 3.49030075594783 6.4002443710342 5.51991268061101 2.35230236779898 9.0955926803872 5.56169692659751 0.989294461905956 6.18049526354298 3.89318385627121 1.53158953413367 4.41248110961169 1.07412812300026 2.87032147403806 0.49997478723526 3.70240736752748 0.442715401295573 4.60805845679715 4.62736247340217 4.37963404692709 0.369389583356678 7.70782889332622 4.89327640738338 2.4006025120616 3.17099981242791 3.61602722434327 6.64937277091667 8.75590187963098 1.21901934966445 7.20200697425753 4.65605046832934 7.14722346514463 5.69227558327839 1.55342056648806 0.491551503073424 5.89068201370537 6.30641165655106 7.86116223083809 3.72815907001495 9.2280983645469 6.43409432843328 4.27768944995478 9.92934118956327 4.53736281720921 8.88777282321826 8.06676750537008 1.16880990797654 2.52199644455686 9.45413176668808 4.84494960401207 8.63643745193258 1.06245077680796 0.592017625458539 3.42039887560531 2.16248240554705 5.09050490800291 3.08176624123007 9.7230854514055 8.98551486665383 1.04638365097344 5.81798197235912 9.0967003791593 7.95228001195937 8.84461859473959 4.16169791482389 7.09095273632556 9.24505663337186 6.39009737875313 7.26298440480605 3.91773032722995 9.00705172214657 8.05312042590231 27.5832158577883
"9" 1.93864330183715 5.45760974287987 6.7485435702838 8.11742364428937 7.05725108738989 5.33358999527991 5.97016390878707 2.44855025550351 9.16938854148611 3.21313017280772 8.54080929653719 6.44092400558293 3.39983863290399 6.8309705494903 9.32628628099337 3.43863887479529 4.78881301125512 7.05396272242069 8.7787215760909 4.02699374360964 8.20430221501738 7.28232396999374 4.0579618117772 8.02192026516423 8.957106648013 5.62505372334272 5.59087226865813 3.8931191759184 4.69193557277322 4.02093263342977 6.6795122041367 2.63267095200717 1.93433318752795 5.93484327662736 1.14614604506642 6.13323925761506 8.66323796799406 1.66812053415924 1.75145233049989 2.14912630384788 7.26684620138258 4.94356795214117 4.02783446479589 4.47226102696732 2.81784027814865 8.28422897029668 8.53493674425408 1.87041684053838 3.02705654874444 5.55457617389038 9.93854751577601 9.46212218841538 5.65782397985458 9.74895277293399 9.53982526436448 2.43057294748724 5.17438421724364 9.03891481459141 5.02853801473975 8.04160964442417 2.42853110888973 0.543720507994294 6.27636326476932 6.37967434013262 4.17501864023507 1.37849043821916 2.70207511261106 6.26514195697382 6.15490312688053 5.25882550282404 8.2022200152278 4.25985956098884 1.6521446290426 7.01293274760246 0.494165585841984 0.83664329489693 5.27176881209016 1.08499019173905 2.29779378976673 4.36813858803362 0.912320364732295 1.54473158996552 3.61981185618788 5.05902457050979 5.04595510661602 9.76632279111072 3.8987844879739 9.20604218030348 0.545665887184441 3.80620319861919 3.7956942548044 4.48631665436551 7.29347221786156 5.69602022645995 5.53079997422174 6.13120419206098 4.72898519365117 0.706723192706704 7.43844452314079 4.51580257620662 -14.4721600355621
"10" 6.10295002348721 8.72662001755089 6.59622087376192 6.68984885094687 3.31775483675301 2.24843465257436 9.42057170672342 3.84403717471287 5.3701848606579 3.96908225957304 9.73036443116143 3.91083840047941 1.48362844251096 0.696577169001102 9.51092865550891 9.02209874242544 3.59943849034607 8.0250480840914 5.35433643497527 7.07950452808291 5.29867173638195 1.30557900993153 2.52742360346019 2.36672931816429 4.05950095038861 1.30009626271203 1.69839810580015 5.6860569678247 6.23742917086929 1.82798070833087 6.08980878954753 7.59637174662203 3.50213063880801 2.92323768371716 4.09127215389162 1.91679374082014 0.553815448656678 5.66867417423055 1.73849443905056 4.09577941987664 9.21968362294137 0.920349846128374 3.47343533299863 5.38561294786632 5.6578058609739 6.37896715663373 4.72076296107844 1.80620586499572 0.905203914735466 9.86466713016853 7.96650463482365 4.45363301318139 3.73391955858096 9.99885990982875 6.33170943707228 1.70824239728972 8.30599574837834 0.850990687031299 7.28204597020522 0.491434053983539 4.23347464529797 0.150028758216649 6.97292967932299 1.50084098102525 9.6336835436523 3.95737516693771 8.31816769670695 2.10695216897875 9.01372237829491 3.2467110385187 7.64069598168135 1.29217649111524 6.78708932129666 0.470187978353351 2.77238855836913 3.54624447179958 2.50823457492515 0.659328219480813 0.817731556016952 1.91851793322712 0.746326241642237 9.1781905782409 3.60456269932911 6.36891615809873 0.939417122863233 5.98024778533727 4.82366730691865 0.375848526600748 2.69872633973137 9.08152368851006 7.76975797256455 7.16600332409143 2.17883477220312 9.42004166776314 7.91506032226607 6.10213857144117 5.23921263637021 9.454407307785 0.814699281472713 6.41330777201802 -12.9440070930077
